ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25
R804,18-30岁,女,高中/中专,县级市,是,否,是,是,药物推荐,医生介绍,愿意,难以判断,使用过,方便,非常信任,错诊漏诊,是,愿意,稍微担心,接受,政府,否,接受,20-50元,担心
R805,46-60岁,男,本科,农村,否,否,是,是,医疗影像识别,朋友推荐,视情况而定,AI系统,听说过但没用过,未使用,完全不信任,数据泄露,是,愿意,稍微担心,接受,政府,否,接受,20-50元,不担心
R806,18岁以下,其他,高中/中专,城市,否,否,是,是,医疗影像识别,互联网搜索,视情况而定,医生,没听说过,准确,完全不信任,数据泄露,无所谓,视情况而定,非常担心,接受,医院,是,接受,20-50元,不了解
R807,31-45岁,男,研究生及以上,县级市,否,是,是,是,医疗影像识别,医生介绍,视情况而定,AI系统,听说过但没用过,快捷,完全不信任,错诊漏诊,无所谓,视情况而定,不担心,接受,政府,是,取决于场景,50元以上,担心
R808,18岁以下,男,初中,城市,否,是,是,是,药物推荐,不了解,不愿意,医生,听说过但没用过,准确,非常信任,被医生替代,是,愿意,稍微担心,不确定,政府,否,接受,不愿意支付,担心
R809,31-45岁,其他,小学及以下,城市,是,否,是,是,医疗影像识别,朋友推荐,视情况而定,AI系统,使用过,快捷,完全不信任,错诊漏诊,是,不愿意,比较担心,不接受,政府,是,接受,不愿意支付,不了解
R810,31-45岁,女,本科,城市,否,否,是,否,不清楚,医生介绍,不愿意,AI系统,使用过,准确,完全不信任,错诊漏诊,是,愿意,不担心,不接受,政府,是,取决于场景,不愿意支付,担心
R811,60岁以上,男,小学及以下,农村,是,否,是,是,医疗影像识别,朋友推荐,愿意,AI系统,听说过但没用过,快捷,较信任,错诊漏诊,是,愿意,不担心,接受,第三方独立机构,是,接受,0-20元,不担心
R812,18岁以下,男,本科,城市,是,是,是,是,医疗影像识别,医生介绍,不愿意,AI系统,使用过,方便,较不信任,数据泄露,是,愿意,稍微担心,接受,政府,不确定,取决于场景,不愿意支付,不了解
R813,18-30岁,其他,高中/中专,城市,是,是,是,是,医疗影像识别,医生介绍,视情况而定,难以判断,听说过但没用过,准确,非常信任,其他,是,视情况而定,不担心,不确定,医院,不确定,接受,0-20元,担心
R814,60岁以上,男,初中,城市,是,是,是,是,医疗影像识别,新闻报道,愿意,医生,听说过但没用过,未使用,一般,错诊漏诊,是,愿意,比较担心,接受,第三方独立机构,否,不接受,不愿意支付,担心
R815,60岁以上,男,本科,城市,是,是,是,否,医疗影像识别,医生介绍,不愿意,都不信任,没听说过,快捷,较不信任,错诊漏诊,无所谓,愿意,不担心,接受,医院,是,接受,不愿意支付,不担心
R816,18岁以下,男,研究生及以上,县级市,否,否,是,否,药物推荐,不了解,视情况而定,AI系统,听说过但没用过,不满意,完全不信任,数据泄露,是,视情况而定,非常担心,不接受,第三方独立机构,不确定,不接受,不愿意支付,担心
R817,18岁以下,女,高中/中专,县级市,是,是,是,是,药物推荐,医生介绍,愿意,AI系统,没听说过,准确,一般,数据泄露,是,愿意,不担心,不确定,政府,不确定,接受,50元以上,不担心
R818,60岁以上,女,本科,城市,否,是,是,是,辅助诊断,医生介绍,视情况而定,AI系统,使用过,准确,较不信任,错诊漏诊,是,视情况而定,比较担心,接受,政府,不确定,接受,不愿意支付,担心
R819,31-45岁,女,小学及以下,农村,是,是,是,是,医疗影像识别,医生介绍,视情况而定,难以判断,没听说过,方便,非常信任,数据泄露,是,愿意,稍微担心,不确定,第三方独立机构,是,接受,50元以上,不了解
R820,18-30岁,女,高中/中专,城市,是,是,是,是,药物推荐,朋友推荐,不愿意,医生,使用过,准确,完全不信任,错诊漏诊,是,愿意,不担心,不接受,政府,是,取决于场景,0-20元,担心
R821,18-30岁,女,初中,城市,是,是,是,是,不清楚,医生介绍,愿意,AI系统,没听说过,准确,较信任,错诊漏诊,是,不愿意,非常担心,接受,政府,否,取决于场景,不愿意支付,担心
R822,18-30岁,男,高中/中专,县级市,是,否,是,是,药物推荐,不了解,不愿意,AI系统,没听说过,不满意,完全不信任,无法理解,是,不愿意,稍微担心,接受,第三方独立机构,是,接受,50元以上,不担心
R823,60岁以上,男,高中/中专,城市,否,是,是,是,不清楚,医生介绍,愿意,都不信任,使用过,未使用,完全不信任,错诊漏诊,是,不愿意,不担心,不确定,第三方独立机构,否,取决于场景,不愿意支付,不担心
R824,46-60岁,女,本科,县级市,是,是,是,是,医疗影像识别,新闻报道,愿意,AI系统,使用过,方便,较信任,错诊漏诊,否,愿意,不担心,接受,政府,是,取决于场景,20-50元,不了解
R825,60岁以上,男,本科,农村,是,是,是,否,药物推荐,新闻报道,视情况而定,AI系统,使用过,方便,完全不信任,被医生替代,无所谓,不愿意,不担心,接受,政府,是,不接受,20-50元,担心
R826,18岁以下,其他,本科,农村,否,是,是,否,医疗影像识别,医生介绍,不愿意,AI系统,没听说过,方便,完全不信任,错诊漏诊,否,视情况而定,不担心,不接受,第三方独立机构,不确定,接受,50元以上,不担心
R827,31-45岁,其他,高中/中专,城市,否,是,是,是,不清楚,互联网搜索,愿意,难以判断,听说过但没用过,准确,较信任,错诊漏诊,否,视情况而定,不担心,不接受,政府,是,接受,0-20元,担心
R828,60岁以上,其他,初中,县级市,是,是,是,是,医疗影像识别,互联网搜索,愿意,难以判断,使用过,不满意,非常信任,错诊漏诊,是,不愿意,比较担心,不接受,政府,不确定,不接受,0-20元,不担心
R829,31-45岁,女,研究生及以上,县级市,否,否,是,是,辅助诊断,医生介绍,不愿意,AI系统,听说过但没用过,准确,完全不信任,错诊漏诊,无所谓,愿意,不担心,接受,第三方独立机构,不确定,接受,20-50元,担心
R830,31-45岁,女,初中,城市,否,是,是,是,医疗影像识别,不了解,视情况而定,难以判断,使用过,准确,完全不信任,错诊漏诊,否,愿意,非常担心,接受,政府,否,接受,50元以上,担心
R831,31-45岁,其他,研究生及以上,县级市,是,是,是,否,医疗影像识别,医生介绍,愿意,AI系统,没听说过,准确,完全不信任,无法理解,否,愿意,不担心,不确定,不需要监管,是,取决于场景,20-50元,担心
R832,18岁以下,男,小学及以下,城市,否,否,是,是,药物推荐,朋友推荐,愿意,AI系统,没听说过,未使用,完全不信任,错诊漏诊,否,视情况而定,稍微担心,接受,医院,是,不接受,不愿意支付,不了解
R833,18岁以下,男,研究生及以上,城市,是,否,是,是,不清楚,朋友推荐,不愿意,难以判断,使用过,不满意,完全不信任,数据泄露,是,愿意,不担心,不接受,医院,不确定,接受,20-50元,担心
R834,18岁以下,男,小学及以下,县级市,否,是,是,是,医疗影像识别,互联网搜索,愿意,医生,使用过,准确,完全不信任,数据泄露,无所谓,愿意,不担心,不确定,政府,是,取决于场景,0-20元,不了解
R835,31-45岁,其他,本科,县级市,是,否,是,是,医疗影像识别,新闻报道,视情况而定,AI系统,使用过,准确,较不信任,错诊漏诊,否,愿意,非常担心,接受,医院,是,不接受,不愿意支付,不担心
R836,46-60岁,男,小学及以下,农村,是,否,是,是,辅助诊断,医生介绍,愿意,AI系统,使用过,准确,一般,错诊漏诊,是,愿意,不担心,接受,医院,是,不接受,不愿意支付,不担心
R837,31-45岁,男,小学及以下,县级市,否,否,是,否,药物推荐,医生介绍,愿意,医生,没听说过,方便,非常信任,数据泄露,否,愿意,不担心,不确定,第三方独立机构,是,接受,不愿意支付,不担心
R838,31-45岁,女,高中/中专,城市,是,否,是,是,医疗影像识别,医生介绍,不愿意,难以判断,听说过但没用过,方便,完全不信任,错诊漏诊,无所谓,视情况而定,比较担心,接受,医院,不确定,取决于场景,不愿意支付,担心
R839,18-30岁,女,初中,城市,是,否,是,是,辅助诊断,医生介绍,愿意,AI系统,听说过但没用过,准确,完全不信任,其他,是,愿意,不担心,不确定,政府,不确定,不接受,0-20元,不担心
R840,31-45岁,女,高中/中专,农村,是,是,是,是,药物推荐,朋友推荐,愿意,AI系统,使用过,准确,较不信任,错诊漏诊,是,愿意,稍微担心,不确定,第三方独立机构,是,接受,不愿意支付,担心
R841,18岁以下,男,研究生及以上,农村,否,是,是,是,药物推荐,医生介绍,愿意,AI系统,听说过但没用过,快捷,较不信任,其他,是,愿意,不担心,不接受,政府,是,不接受,不愿意支付,不了解
R842,31-45岁,女,小学及以下,县级市,否,否,是,是,医疗影像识别,新闻报道,视情况而定,AI系统,使用过,方便,较信任,数据泄露,是,愿意,非常担心,不确定,政府,否,不接受,20-50元,担心
R843,60岁以上,其他,初中,县级市,否,否,是,是,医疗影像识别,医生介绍,愿意,都不信任,听说过但没用过,未使用,较信任,数据泄露,否,不愿意,稍微担心,接受,政府,是,取决于场景,0-20元,不担心
R844,46-60岁,其他,本科,农村,否,是,是,是,药物推荐,医生介绍,愿意,AI系统,使用过,准确,较不信任,无法理解,无所谓,视情况而定,比较担心,接受,不需要监管,不确定,取决于场景,0-20元,担心
R845,18岁以下,男,研究生及以上,城市,否,是,是,是,医疗影像识别,新闻报道,愿意,AI系统,使用过,准确,完全不信任,被医生替代,是,愿意,不担心,接受,政府,是,不接受,0-20元,担心
R846,60岁以上,其他,研究生及以上,城市,否,是,是,是,医疗影像识别,朋友推荐,愿意,都不信任,没听说过,方便,完全不信任,错诊漏诊,否,不愿意,稍微担心,不接受,政府,不确定,不接受,0-20元,不担心
R847,31-45岁,女,初中,农村,否,否,是,是,医疗影像识别,医生介绍,愿意,AI系统,听说过但没用过,准确,非常信任,被医生替代,是,愿意,非常担心,不确定,不需要监管,否,取决于场景,不愿意支付,担心
R848,46-60岁,女,小学及以下,城市,否,否,是,是,医疗影像识别,医生介绍,视情况而定,医生,使用过,不满意,完全不信任,错诊漏诊,是,视情况而定,稍微担心,接受,不需要监管,不确定,不接受,不愿意支付,担心
R849,46-60岁,其他,研究生及以上,县级市,否,是,是,是,医疗影像识别,朋友推荐,愿意,医生,听说过但没用过,未使用,完全不信任,其他,是,愿意,不担心,接受,不需要监管,是,不接受,20-50元,不担心
R850,18-30岁,男,高中/中专,农村,是,否,是,是,医疗影像识别,医生介绍,视情况而定,AI系统,没听说过,准确,一般,错诊漏诊,是,视情况而定,不担心,不确定,医院,不确定,接受,不愿意支付,不了解
R851,18-30岁,其他,小学及以下,农村,是,是,是,是,医疗影像识别,不了解,不愿意,都不信任,使用过,准确,完全不信任,无法理解,是,愿意,稍微担心,不确定,政府,不确定,接受,50元以上,担心
R852,18岁以下,其他,高中/中专,城市,是,否,是,是,辅助诊断,医生介绍,视情况而定,都不信任,听说过但没用过,方便,非常信任,错诊漏诊,是,视情况而定,稍微担心,不接受,第三方独立机构,不确定,不接受,不愿意支付,担心
R853,18-30岁,女,本科,县级市,否,否,是,否,医疗影像识别,医生介绍,视情况而定,难以判断,没听说过,准确,较信任,无法理解,否,不愿意,稍微担心,接受,政府,是,取决于场景,不愿意支付,担心
R854,18岁以下,其他,研究生及以上,农村,否,是,是,否,辅助诊断,互联网搜索,愿意,都不信任,听说过但没用过,不满意,完全不信任,错诊漏诊,是,视情况而定,不担心,接受,政府,不确定,不接受,20-50元,担心
R855,60岁以上,女,初中,城市,否,否,是,是,辅助诊断,医生介绍,愿意,都不信任,没听说过,准确,较信任,其他,无所谓,愿意,不担心,不确定,医院,是,接受,0-20元,担心
R856,60岁以上,女,高中/中专,农村,否,否,是,是,辅助诊断,医生介绍,不愿意,AI系统,使用过,未使用,完全不信任,无法理解,否,不愿意,不担心,接受,第三方独立机构,是,接受,不愿意支付,担心
R857,60岁以上,女,小学及以下,农村,否,否,是,是,医疗影像识别,医生介绍,愿意,医生,听说过但没用过,准确,一般,数据泄露,是,愿意,不担心,不确定,医院,是,不接受,不愿意支付,不了解
R858,18岁以下,女,研究生及以上,城市,否,是,是,是,不清楚,不了解,愿意,都不信任,没听说过,准确,完全不信任,无法理解,无所谓,愿意,非常担心,不确定,政府,是,接受,0-20元,担心
R859,60岁以上,其他,高中/中专,城市,是,是,是,是,医疗影像识别,互联网搜索,愿意,AI系统,没听说过,不满意,较信任,错诊漏诊,无所谓,愿意,稍微担心,接受,政府,是,不接受,不愿意支付,不担心
R860,31-45岁,其他,高中/中专,农村,是,是,是,是,医疗影像识别,互联网搜索,视情况而定,AI系统,听说过但没用过,准确,完全不信任,无法理解,是,视情况而定,不担心,接受,政府,不确定,不接受,50元以上,不担心
R861,46-60岁,其他,本科,农村,否,是,是,是,辅助诊断,医生介绍,视情况而定,AI系统,听说过但没用过,准确,较信任,错诊漏诊,是,视情况而定,不担心,不确定,不需要监管,是,不接受,不愿意支付,担心
R862,18岁以下,女,高中/中专,农村,是,是,是,否,不清楚,互联网搜索,不愿意,都不信任,使用过,准确,完全不信任,错诊漏诊,否,愿意,不担心,不接受,政府,是,接受,20-50元,担心
R863,46-60岁,其他,高中/中专,县级市,否,否,是,是,辅助诊断,新闻报道,愿意,AI系统,使用过,快捷,完全不信任,其他,否,愿意,不担心,不确定,政府,否,接受,不愿意支付,担心
R864,60岁以上,其他,初中,城市,是,是,是,是,医疗影像识别,医生介绍,不愿意,医生,使用过,未使用,较信任,错诊漏诊,否,愿意,稍微担心,接受,政府,不确定,接受,不愿意支付,担心
